	C0	CO2minus	Cofactor (VdW)	Cofactor (elec)	Cofactor (hbond)	Csp2	Csp3	DOF	E-Inter (cofactor - ligand)	E-Inter (protein - ligand)	E-Inter (water - ligand)	E-Inter total	E-Intra (clash)	E-Intra (elec)	E-Intra (hbond)	E-Intra (sp2-sp2)	E-Intra (steric)	E-Intra (tors)	E-Intra (tors, ligand atoms)	E-Intra (vdw)	E-Soft Constraint Penalty	E-Solvation	E-Total	Electro	ElectroLong	Energy	Filename	HBond	HeavyAtoms	LE1	LE3	Ligand	MW	N	Name	NoHBond90	Nplus	OH	OPO32minus	OS	PoseEnergy	RMSD	RerankScore	Run	SimilarityScore	Steric	Torsions	VdW (LJ12-6)	carbonyl	halogen	SMILES
2000	1	0	0	0	0	17	11	9	0	-192.49200000000002	0	-192.49200000000002	0	0.0	0.0	0.0	-4.258	10.0308	5.77278	172.43099999999998	0	0	-186.71900000000002	0.0	0.0	-186.71900000000002	[00]BindingDB_Reactant_set_id_50634230_.mvdml	-5.23529	36	-5.186640000000001	-3.4009099999999997	BindingDB_Reactant_set_id_50634230_	487.57	4	[00]BindingDB_Reactant_set_id_50634230_	-8.49112	0	0	0	4	-188.87900000000002	0	-122.43299999999999	0	0	-187.25599999999997	9	-42.1637	0	0	COC=1C=CC2=CC=3C4=CC=5OCOC=5C=C4CC[N]=3C=C2C=1OCCCN(C=6)N=NC=6CCCC
2001	1	0	0	0	0	17	11	9	0	-194.34599999999998	0	-194.34599999999998	0	0.0	0.0	0.0	-8.47038	13.1014	4.63106	167.50799999999998	0	0	-189.715	0.0	0.0	-189.715	[01]BindingDB_Reactant_set_id_50634230_.mvdml	-5.74397	36	-5.26985	-3.59197	BindingDB_Reactant_set_id_50634230_	487.57	4	[01]BindingDB_Reactant_set_id_50634230_	-6.368869999999999	0	0	0	4	-187.489	0	-129.311	0	0	-188.602	9	-55.3409	0	0	COC=1C=CC2=CC=3C4=CC=5OCOC=5C=C4CC[N]=3C=C2C=1OCCCN(C=6)N=NC=6CCCC
2006	1	0	0	0	0	17	13	9	0	-218.791	0	-218.791	0	0.0	-1.24722	2.10882	-5.3341	19.090999999999998	12.5097	152.93200000000002	0	0	-206.28099999999998	0.0	0.0	-206.28099999999998	[00]BindingDB_Reactant_set_id_51067706_.mvdml	-3.37031	41	-5.03124	-3.60897	BindingDB_Reactant_set_id_51067706_	556.6519999999999	4	[00]BindingDB_Reactant_set_id_51067706_	-6.05985	0	0	0	3	-206.143	0	-147.968	0	0	-215.42	9	-69.6226	2	0	O=C(O1)C=C(OC)C(=CC=2)C1=CC=2OCCCN(CC3)CCN3CC(=O)NC4=C5CCCCC5=NC=6C4=CC=CC=6
2009	1	0	0	0	0	26	2	5	0	-200.888	0	-200.888	0	0.0	0.0	11.7421	7.82988	11.7421	19.572	82.7853	0	0	-181.31599999999997	-6.97652	-3.3886199999999995	-181.31599999999997	[00]BindingDB_Reactant_set_id_50400914_ [Region 0].mvdml	-0.0371952	34	-5.33282	-3.56943	BindingDB_Reactant_set_id_50400914_ [Region: 0]	446.543	3	[00]BindingDB_Reactant_set_id_50400914_ [Region 0]	-8.66715	1	0	0	0	-186.81900000000002	0	-121.36	0	0	-190.486	5	-28.5964	1	0	O=c(C1=C[CH]C(=[N+](C)C)C=C1)[nH]=C[CH]C=[CH]=C[CH]C=[N]=C2C=3C=CC=C[C]=3=[N]=[C]=4C2=[CH]=C[CH]C=4
2012	1	0	0	0	0	17	13	9	0	-203.915	0	-203.915	0	0.0	-2.5	4.6955800000000005	1.69397	13.1267	12.3206	134.938	0	0	-191.595	0.0	0.0	-191.595	[00]BindingDB_Reactant_set_id_51067705_.mvdml	-5.80849	40	-4.78987	-1.64822	BindingDB_Reactant_set_id_51067705_	540.653	4	[00]BindingDB_Reactant_set_id_51067705_	-11.0746	0	0	0	2	-193.53400000000002	0	-65.929	0	0	-198.107	9	75.4705	2	0	O=C(O1)C=CC(=CC=2)C1=CC=2OCCCCN(CC3)CCN3CC(=O)NC4=C5CCCCC5=NC=6C4=CC=CC=6
2015	1	0	0	0	0	23	15	14	0	-222.392	0	-222.392	0	0.0	0.0	7.005889999999999	2.70565	25.1101	27.8157	157.27	0	0	-194.576	0.0	0.0	-194.576	[00]BindingDB_Reactant_set_id_51084396_.mvdml	-0.10637200000000001	45	-4.323919999999999	-1.7040400000000002	BindingDB_Reactant_set_id_51084396_	604.778	2	[00]BindingDB_Reactant_set_id_51084396_	-2.5	0	0	0	3	-193.396	0	-76.6816	0	0	-222.28599999999997	14	47.9473	1	0	O=C1C(=CC2=CC=C(OC)C=C2)COC(=C3)C1=CC=C3OCCCCCCCCCNC=4C=5CCCCC=5N=C6C=4C=CC=C6
2016	1	0	0	0	0	23	15	14	0	-192.24900000000002	0	-192.24900000000002	0	0.0	0.0	1.1199700000000001	5.1012	24.0856	29.1868	211.06	0	0	-163.062	0.0	0.0	-163.062	[01]BindingDB_Reactant_set_id_51084396_.mvdml	-1.11143	45	-3.6236	-0.522837	BindingDB_Reactant_set_id_51084396_	604.778	2	[01]BindingDB_Reactant_set_id_51084396_	-2.4092	0	0	0	3	-162.065	0	-23.5277	0	0	-191.138	14	103.103	1	0	O=C1C(=CC2=CC=C(OC)C=C2)COC(=C3)C1=CC=C3OCCCCCCCCCNC=4C=5CCCCC=5N=C6C=4C=CC=C6
2021	1	0	0	0	0	21	5	2	0	-167.574	0	-167.574	0	0.0	0.0	0.016428	19.8912	0.142779	20.034000000000002	130.481	0	0	-147.541	0.0	0.0	-147.541	[00]BindingDB_Reactant_set_id_50630384_.mvdml	0.0	32	-4.61064	-3.80819	BindingDB_Reactant_set_id_50630384_	423.463	3	[00]BindingDB_Reactant_set_id_50630384_	-2.25102	0	0	0	1	-147.38	0	-121.86200000000001	0	0	-167.574	2	-53.6752	0	0	O=[N]([O])C(=CC=1)C=CC=1C(C3=2)C4=C5C=CC=CC5=CC=C4OC=2N=C6CCCCC6=C3N
2022	1	0	0	0	0	21	5	2	0	-170.312	0	-170.312	0	0.0	0.0	5.99563	25.8593	6.1105599999999995	31.9699	149.107	0	0	-138.343	0.0	0.0	-138.343	[01]BindingDB_Reactant_set_id_50630384_.mvdml	-1.2862200000000001	32	-4.3232	-3.44392	BindingDB_Reactant_set_id_50630384_	423.463	3	[01]BindingDB_Reactant_set_id_50630384_	-9.621780000000001	0	0	0	1	-143.132	0	-110.205	0	0	-169.02599999999998	2	-52.4457	0	0	O=[N]([O])C(=CC=1)C=CC=1C(C3=2)C4=C5C=CC=CC5=CC=C4OC=2N=C6CCCCC6=C3N
2027	1	0	0	0	0	6	19	18	0	-164.601	0	-164.601	0	0.0	0.0	0.0	-13.8579	32.3493	18.4914	45.6153	0	0	-146.11	0.0	0.0	-146.11	[00]BindingDB_Reactant_set_id_50579248_.mvdml	0.0	28	-5.2182	-3.6953199999999997	BindingDB_Reactant_set_id_50579248_	390.64599999999996	2	[00]BindingDB_Reactant_set_id_50579248_	0.0	0	0	0	1	-144.345	0	-103.469	0	0	-164.601	18	-46.6292	0	0	CCN(CC)CC(=CC=1)C=CC=1OCCCCCCCCN(CCC)CCC
2030	1	0	0	0	0	14	3	5	0	-148.825	0	-148.825	0	0.0	-2.5	5.93011	8.56966	6.7427399999999995	12.8124	52.8717	0	0	-136.012	0.0	0.0	-136.012	[00]BindingDB_Reactant_set_id_51053835_.mvdml	-3.06739	25	-5.4404900000000005	-4.18671	BindingDB_Reactant_set_id_51053835_	360.384	2	[00]BindingDB_Reactant_set_id_51053835_	-6.18375	0	2	0	4	-137.09799999999998	0	-104.66799999999999	0	0	-145.757	5	-39.7156	0	0	OC=1C=C(O)C=CC=1C(S2)=NN=C2C(=C3)C=C(OC)C(OC)=C3OC
2033	1	0	0	0	0	17	11	7	0	-193.99	0	-193.99	0	0.0	0.0	17.5941	4.97119	24.7519	29.7231	89.1863	0	0	-164.267	0.0	0.0	-164.267	[00]BindingDB_Reactant_set_id_50301319_.mvdml	0.0	33	-4.97779	-3.27584	BindingDB_Reactant_set_id_50301319_	441.608	3	[00]BindingDB_Reactant_set_id_50301319_	-2.39909	0	0	0	0	-165.023	0	-108.103	0	0	-193.99	7	-42.5606	1	0	O=C(NC1=C(C)C=C(C)C=C1(C))N(C2CCCCCC2)CC(=CC=3)C=CC=3C=4C=CC=CN=4
2034	1	0	0	0	0	17	11	7	0	-194.19099999999997	0	-194.19099999999997	0	0.0	0.0	16.0064	9.07237	21.5859	30.6582	91.2683	0	0	-163.532	0.0	0.0	-163.532	[01]BindingDB_Reactant_set_id_50301319_.mvdml	0.0	33	-4.95553	-3.56446	BindingDB_Reactant_set_id_50301319_	441.608	3	[01]BindingDB_Reactant_set_id_50301319_	0.0	0	0	0	0	-161.936	0	-117.62700000000001	0	0	-194.19099999999997	7	-54.5712	1	0	O=C(NC1=C(C)C=C(C)C=C1(C))N(C2CCCCCC2)CC(=CC=3)C=CC=3C=4C=CC=CN=4
2039	1	0	0	0	0	22	1	6	0	-171.81900000000002	0	-171.81900000000002	0	0.0	0.0	10.4013	2.76957	10.7424	13.512	37.2743	0	0	-158.30700000000002	0.0	0.0	-158.30700000000002	[00]BindingDB_Reactant_set_id_50327666_ [Region 1].mvdml	-2.29041	29	-5.458880000000001	-3.88341	BindingDB_Reactant_set_id_50327666_ [Region: 1]	385.412	1	[00]BindingDB_Reactant_set_id_50327666_ [Region 1]	-7.6613	0	0	0	3	-162.002	0	-112.619	0	0	-169.52900000000002	6	-31.6268	1	0	O=C1C2=C[CH]C(OC)=[CH]=C2OC=C1[CH]C(=[CH]=C3)[CH]C=C3O[CH]C=[n]4[cH][cH][cH][cH][cH]4
2042	1	0	0	0	0	21	6	6	0	-189.80200000000002	0	-189.80200000000002	0	0.0	0.0	0.0	12.3417	7.14698	19.4886	113.421	0	0	-170.313	0.0	0.0	-170.313	[00]BindingDB_Reactant_set_id_51074646_.mvdml	-0.538508	33	-5.1610000000000005	-4.04756	BindingDB_Reactant_set_id_51074646_	458.54900000000004	1	[00]BindingDB_Reactant_set_id_51074646_	-0.581487	0	0	0	5	-169.195	0	-133.569	0	0	-189.263	6	-52.3463	0	0	COC1=CC=C2C=C3C=4C=C5OCOC5=CC=4CC[N]3=CC2=C1OCCSC=6C=CC=CC=6
2045	1	0	0	0	0	16	20	9	0	-246.615	0	-246.615	0	0.0	0.0	0.0	-3.77805	9.988760000000001	6.21071	122.06700000000001	0	0	-240.405	0.0	0.0	-240.405	[00]BindingDB_Reactant_set_id_50621433_.mvdml	-1.26138	45	-5.3423300000000005	-3.01851	BindingDB_Reactant_set_id_50621433_	607.831	7	[00]BindingDB_Reactant_set_id_50621433_	-3.93088	0	0	0	0	-239.838	0	-135.833	0	0	-245.354	9	14.6193	1	0	O=C(C)N(CCCN=C2C1=CC=CC=C1(N=C3CCCCCCN32))CCCCN=C4N5CCCCCCC5=NC=6C4=CC=CC=6
2046	1	0	0	0	0	16	20	9	0	-228.076	0	-228.076	0	0.0	0.0	0.0	1.60711	4.81848	6.425590000000001	228.78799999999998	0	0	-221.65	0.0	0.0	-221.65	[01]BindingDB_Reactant_set_id_50621433_.mvdml	-1.3024799999999999	45	-4.92556	-2.67536	BindingDB_Reactant_set_id_50621433_	607.831	7	[01]BindingDB_Reactant_set_id_50621433_	-5.70376	0	0	0	0	-222.53599999999997	0	-120.391	0	0	-226.773	9	-0.733842	1	0	O=C(C)N(CCCN=C2C1=CC=CC=C1(N=C3CCCCCCN32))CCCCN=C4N5CCCCCCC5=NC=6C4=CC=CC=6
2049	1	0	0	0	0	9	12	10	0	-162.465	0	-162.465	0	0.0	-2.5	5.71965	0.432449	7.112710000000001	5.04516	64.9765	0	0	-157.42	0.0	0.0	-157.42	[01]BindingDB_Reactant_set_id_50937799_.mvdml	-4.43393	28	-5.62214	-4.03134	BindingDB_Reactant_set_id_50937799_	420.01099999999997	3	[01]BindingDB_Reactant_set_id_50937799_	-9.87097	0	0	0	0	-161.254	0	-112.87799999999999	0	0	-158.031	10	-38.2217	1	1	ClC(=C1)C=CC=2C1=NC=3CCCCC=3C=2NCCCCCCNC(=O)CCS
2052	1	0	0	0	0	18	4	8	0	-153.463	0	-153.463	0	0.0	0.0	0.719668	11.2647	6.53405	17.7988	77.475	0	0	-135.665	0.0	0.0	-135.665	[01]BindingDB_Reactant_set_id_50552390_.mvdml	0.0	27	-5.02462	-3.9626	BindingDB_Reactant_set_id_50552390_	400.32099999999997	2	[01]BindingDB_Reactant_set_id_50552390_	-5.0	0	0	0	1	-138.546	0	-106.99	0	0	-153.463	8	-39.4142	0	2	ClC1=CC=CC(Cl)=C1CON=CC(C=C2)=CC=[N]2CCCC=3C=CC=CC=3
2057	1	0	0	0	0	10	9	3	0	-132.061	0	-132.061	0	0.0	-2.5	0.0	1.2807	1.47895	0.25965	52.0096	0	0	-131.80200000000002	0.0	0.0	-131.80200000000002	[00]BindingDB_Reactant_set_id_50412245_.mvdml	-0.100742	23	-5.73051	-4.686640000000001	BindingDB_Reactant_set_id_50412245_	313.39099999999996	1	[00]BindingDB_Reactant_set_id_50412245_	-3.7433099999999997	0	1	0	2	-134.69799999999998	0	-107.79299999999999	0	0	-131.961	3	-48.8265	0	0	OC(C=C1)CC2OC3=C4C21CCN(CC=C)CC4=CC=C3OC
2060	1	0	0	0	0	12	7	8	0	-166.74099999999999	0	-166.74099999999999	0	0.0	0.0	0.0	3.00188	6.76836	9.77023	82.2667	0	0	-156.97	0.0	0.0	-156.97	[00]BindingDB_Reactant_set_id_51095886_.mvdml	-2.93284	28	-5.60608	-4.247719999999999	BindingDB_Reactant_set_id_51095886_	386.398	2	[00]BindingDB_Reactant_set_id_51095886_	-18.5191	0	0	0	3	-170.09900000000002	0	-118.936	0	0	-163.808	8	-42.2913	1	0	O=C(CCO[N]([O])=O)N(C(C)C)CC1=CC=CC2=C1C=3C=CC(OC)=CC=3O2
2063	1	0	0	0	0	24	10	10	0	-223.77599999999998	0	-223.77599999999998	0	0.0	-2.5	3.69645	12.4146	14.9238	24.8385	171.706	0	0	-198.937	0.0	0.0	-198.937	[00]BindingDB_Reactant_set_id_50662060_.mvdml	-3.63524	43	-4.62645	-3.36515	BindingDB_Reactant_set_id_50662060_	569.695	5	[00]BindingDB_Reactant_set_id_50662060_	-11.0108	0	0	0	0	-203.565	0	-144.701	0	0	-220.141	10	-62.2092	2	0	O=C(NC=4C=CC2=C(C=4)C(=O)C=3C=1C(C=CC=3)=CC=NC2=1)CCNCCCCNC=5C=6CCCCC=6N=C7C=5C=CC=C7
2064	1	0	0	0	0	24	10	10	0	-195.676	0	-195.676	0	0.0	-1.9844700000000002	7.1325	-5.23797	16.4815	9.259089999999999	160.485	0	0	-186.417	0.0	0.0	-186.417	[01]BindingDB_Reactant_set_id_50662060_.mvdml	-0.682122	43	-4.33528	-2.27261	BindingDB_Reactant_set_id_50662060_	569.695	5	[01]BindingDB_Reactant_set_id_50662060_	-7.39756	0	0	0	0	-190.135	0	-97.7223	0	0	-194.99400000000003	10	-9.040460000000001	2	0	O=C(NC=4C=CC2=C(C=4)C(=O)C=3C=1C(C=CC=3)=CC=NC2=1)CCNCCCCNC=5C=6CCCCC=6N=C7C=5C=CC=C7
2069	1	0	0	0	0	21	10	12	0	-235.601	0	-235.601	0	0.0	0.0	2.7329	4.85919	19.5259	24.3851	166.005	0	0	-211.21599999999998	0.0	0.0	-211.21599999999998	[00]BindingDB_Reactant_set_id_51063521_.mvdml	-5.795669999999999	42	-5.02895	-3.7098699999999996	BindingDB_Reactant_set_id_51063521_	572.627	4	[00]BindingDB_Reactant_set_id_51063521_	-13.9096	0	0	0	2	-215.387	0	-155.814	0	0	-229.805	12	-70.4352	1	1	FC(=C1)C(C2=CC=C(OCCO[N]([O])=O)C=C2)=CC=C1C(C)C(=O)NCCNC3=C4CCCCC4=NC=5C3=CC=CC=5
2070	1	0	0	0	0	21	10	12	0	-234.523	0	-234.523	0	0.0	0.0	9.94277	11.0749	21.1308	32.2057	139.73	0	0	-202.317	0.0	0.0	-202.317	[01]BindingDB_Reactant_set_id_51063521_.mvdml	-5.03717	42	-4.817069999999999	-2.9795700000000003	BindingDB_Reactant_set_id_51063521_	572.627	4	[01]BindingDB_Reactant_set_id_51063521_	-18.5694	0	0	0	2	-212.458	0	-125.14200000000001	0	0	-229.485	12	-21.008000000000003	1	1	FC(=C1)C(C2=CC=C(OCCO[N]([O])=O)C=C2)=CC=C1C(C)C(=O)NCCNC3=C4CCCCC4=NC=5C3=CC=CC=5
2073	1	0	0	0	0	12	12	6	0	-169.37	0	-169.37	0	0.0	0.0	0.0	15.546	11.4234	26.9694	180.709	0	0	-142.4	0.0	0.0	-142.4	[01]BindingDB_Reactant_set_id_50534770_.mvdml	0.0	29	-4.91036	-3.2839300000000002	BindingDB_Reactant_set_id_50534770_	393.519	1	[01]BindingDB_Reactant_set_id_50534770_	-5.543419999999999	0	0	0	2	-145.69299999999998	0	-95.234	0	0	-169.37	6	-32.9339	1	0	O=C1C=2C=C(OC)C(OC)=CC=2CC1CC(CC3)CCN3CC=4C=CC=CC=4C
2078	1	0	0	0	0	17	14	9	0	-202.295	0	-202.295	0	0.0	-2.5	1.36111	1.7184099999999998	6.59345	5.81186	171.65099999999998	0	0	-196.484	0.0	0.0	-196.484	[00]BindingDB_Reactant_set_id_51067704_.mvdml	0.0	41	-4.79228	-3.06568	BindingDB_Reactant_set_id_51067704_	554.679	4	[00]BindingDB_Reactant_set_id_51067704_	-5.0	0	0	0	2	-199.52599999999998	0	-125.693	0	0	-202.295	9	-34.0036	2	0	O=C(O1)C=C(C)C(=CC=2)C1=CC=2OCCCCN(CC3)CCN3CC(=O)NC4=C5CCCCC5=NC=6C4=CC=CC=6
2081	1	0	0	0	0	23	14	13	0	-233.2	0	-233.2	0	0.0	0.0	2.4424099999999997	5.70424	18.202	23.9063	206.34	0	0	-209.294	0.0	0.0	-209.294	[00]BindingDB_Reactant_set_id_51084384_.mvdml	-3.57577	45	-4.650980000000001	-3.09342	BindingDB_Reactant_set_id_51084384_	625.196	2	[00]BindingDB_Reactant_set_id_51084384_	-8.61231	0	0	0	3	-211.00599999999997	0	-139.204	0	0	-229.625	13	-50.9159	1	1	ClC(=C1)C=CC=2C1=NC=3CCCCC=3C=2NCCCCCCCCOC(C=4)=CC=C(C5(=O))C=4OCC5=CC(=CC=6)C=CC=6OC
2082	1	0	0	0	0	23	14	13	0	-223.412	0	-223.412	0	0.0	0.0	8.96701	-14.7632	28.9161	14.1529	131.15200000000002	0	0	-209.25900000000001	0.0	0.0	-209.25900000000001	[01]BindingDB_Reactant_set_id_51084384_.mvdml	-2.4447400000000004	45	-4.6502	-1.92612	BindingDB_Reactant_set_id_51084384_	625.196	2	[01]BindingDB_Reactant_set_id_51084384_	-4.72961	0	0	0	3	-208.785	0	-86.6753	0	0	-220.967	13	34.3849	1	1	ClC(=C1)C=CC=2C1=NC=3CCCCC=3C=2NCCCCCCCCOC(C=4)=CC=C(C5(=O))C=4OCC5=CC(=CC=6)C=CC=6OC
2085	1	0	0	0	0	21	12	14	0	-215.687	0	-215.687	0	0.0	0.0	2.70071	-1.62639	28.6095	26.9831	178.33599999999998	0	0	-188.704	0.0	0.0	-188.704	[01]BindingDB_Reactant_set_id_51063516_.mvdml	-2.3683099999999997	44	-4.28872	-2.4636099999999996	BindingDB_Reactant_set_id_51063516_	600.68	4	[01]BindingDB_Reactant_set_id_51063516_	-7.171760000000001	0	0	0	2	-189.937	0	-108.399	0	0	-213.31799999999998	14	-24.8581	1	1	FC(=C1)C(C2=CC=C(OCCCO[N]([O])=O)C=C2)=CC=C1C(C)C(=O)NCCCNC3=C4CCCCC4=NC=5C3=CC=CC=5
2090	1	0	0	0	0	16	12	11	0	-181.46400000000003	0	-181.46400000000003	0	0.0	-2.5	0.0	10.412	7.302910000000001	15.2149	92.3409	0	0	-166.24900000000002	0.0	0.0	-166.24900000000002	[00]BindingDB_Reactant_set_id_51095508_.mvdml	0.0	32	-5.19527	-3.8486599999999997	BindingDB_Reactant_set_id_51095508_	429.597	3	[00]BindingDB_Reactant_set_id_51095508_	0.0	0	0	0	1	-164.592	0	-123.15700000000001	0	0	-181.46400000000003	11	-37.8033	0	0	C#CCNCC(N1(C))=CC(=C2)C1=CC=C2OCCCC(CC3)CCN3CC=4C=CC=CC=4
2091	1	0	0	0	0	16	12	11	0	-167.22799999999998	0	-167.22799999999998	0	0.0	-0.688296	0.0	-4.02992	5.77119	1.0529700000000002	100.005	0	0	-166.175	0.0	0.0	-166.175	[01]BindingDB_Reactant_set_id_51095508_.mvdml	0.0	32	-5.19298	-3.4826699999999997	BindingDB_Reactant_set_id_51095508_	429.597	3	[01]BindingDB_Reactant_set_id_51095508_	0.0	0	0	0	1	-164.558	0	-111.446	0	0	-167.22799999999998	11	-28.7956	0	0	C#CCNCC(N1(C))=CC(=C2)C1=CC=C2OCCCC(CC3)CCN3CC=4C=CC=CC=4
2096	1	0	0	0	0	21	8	8	0	-196.74099999999999	0	-196.74099999999999	0	0.0	0.0	0.0	-0.9926860000000001	9.40514	8.41245	179.743	0	0	-188.329	0.0	0.0	-188.329	[00]BindingDB_Reactant_set_id_51074644_.mvdml	0.0	35	-5.3808300000000004	-3.7069099999999997	BindingDB_Reactant_set_id_51074644_	486.602	1	[00]BindingDB_Reactant_set_id_51074644_	-0.47134499999999996	0	0	0	5	-186.636	0	-129.74200000000002	0	0	-196.74099999999999	8	-53.3081	0	0	COC1=CC=C2C=C3C=4C=C5OCOC5=CC=4CC[N]3=CC2=C1OCCCCSC=6C=CC=CC=6
2097	1	0	0	0	0	21	8	8	0	-192.398	0	-192.398	0	0.0	0.0	0.0	2.3848700000000003	6.556030000000001	8.9409	112.337	0	0	-183.457	0.0	0.0	-183.457	[01]BindingDB_Reactant_set_id_51074644_.mvdml	0.0	35	-5.241619999999999	-4.04509	BindingDB_Reactant_set_id_51074644_	486.602	1	[01]BindingDB_Reactant_set_id_51074644_	-2.36646	0	0	0	5	-183.615	0	-141.578	0	0	-192.398	8	-59.6016	0	0	COC1=CC=C2C=C3C=4C=C5OCOC5=CC=4CC[N]3=CC2=C1OCCCCSC=6C=CC=CC=6
2100	1	0	0	0	0	21	10	9	0	-184.46200000000002	0	-184.46200000000002	0	0.0	0.0	7.515619999999999	0.6612439999999999	11.2403	11.9016	121.26100000000001	0	0	-172.56	0.0	0.0	-172.56	[01]BindingDB_Reactant_set_id_51063522_.mvdml	-2.5	37	-4.6637900000000005	-1.1533799999999998	BindingDB_Reactant_set_id_51063522_	495.63	3	[01]BindingDB_Reactant_set_id_51063522_	-6.12424	0	0	0	0	-173.167	0	-42.675	0	0	-181.96200000000002	9	97.2581	1	1	FC(=C1)C(C2=CC=CC=C2)=CC=C1C(C)C(=O)NCCCCNC3=C4CCCCC4=NC=5C3=CC=CC=5
2103	1	0	0	0	0	24	0	6	0	-164.21400000000003	0	-164.21400000000003	0	0.0	0.0	6.980689999999999	7.61106	6.980689999999999	14.5918	42.1398	0	0	-149.622	0.0	0.0	-149.622	[01]BindingDB_Reactant_set_id_50508644_.mvdml	-0.385463	29	-5.15937	-3.24186	BindingDB_Reactant_set_id_50508644_	379.454	3	[01]BindingDB_Reactant_set_id_50508644_	-1.46425	0	0	0	0	-149.69299999999998	0	-94.0138	0	0	-163.828	6	0.981908	1	0	O=[c](=C[CH][C]=2=CNC1=CC=C[CH]C=21)[nH]=C[CH][c]([cH][cH]3)[cH][cH]n3[CH]C=4C=C[CH]C=[CH]=4
2106	1	0	0	0	0	17	5	4	0	-165.792	0	-165.792	0	0.0	-4.96991	3.18148	20.5801	6.809819999999999	22.42	104.148	0	0	-143.372	-4.03758	-4.95951	-143.372	[01]BindingDB_Reactant_set_id_51061449_.mvdml	0.0	31	-4.62489	-3.23927	BindingDB_Reactant_set_id_51061449_	414.48	4	[01]BindingDB_Reactant_set_id_51061449_	-1.26603	1	0	0	0	-142.672	0	-100.41799999999999	0	0	-156.795	4	-27.9706	2	0	O=C(C1(=C2))N3C=CC=4C5=CC=CC=C5NC=4C3=NC1=CC=C2NC(=O)CC[N+](C)(C)C
2111	1	0	0	0	0	23	2	3	0	-179.407	0	-179.407	0	0.0	0.0	7.52225	13.8045	7.52225	21.3267	71.369	0	0	-158.08	0.0	-3.4767300000000003	-158.08	[00]BindingDB_Reactant_set_id_50400911_ [Region 0].mvdml	0.0	31	-5.09936	-3.5137099999999997	BindingDB_Reactant_set_id_50400911_ [Region: 0]	407.48699999999997	3	[00]BindingDB_Reactant_set_id_50400911_ [Region 0]	-4.9393400000000005	1	0	0	0	-159.119	0	-108.925	0	0	-175.93	3	-22.1939	1	0	O=c(C1=[CH]=[CH]=[C](=[N+](C)C)C=C1)[nH]=[CH]=C[CH]C=[N]=C2C=3C=CC=C[C]=3=[N]=[C]=4C2=[CH]=C[CH]C=4
2114	1	0	0	0	0	22	2	3	0	-175.80700000000002	0	-175.80700000000002	0	0.0	-2.5	2.04028	10.4789	2.04028	10.0192	75.6441	0	0	-165.78799999999998	0.0	-4.25906	-165.78799999999998	[00]BindingDB_Reactant_set_id_50400910_ [Region 0].mvdml	-0.5057550000000001	30	-5.526269999999999	-4.03043	BindingDB_Reactant_set_id_50400910_ [Region: 0]	394.468	3	[00]BindingDB_Reactant_set_id_50400910_ [Region 0]	-0.952218	1	0	0	0	-162.468	0	-120.913	0	0	-171.042	3	-33.849000000000004	1	0	O=c(C1=[CH]=CC(=[N+](C)C)C=C1)[nH]=C[CH]C=[N]=C2C=3C=CC=C[C]=3=[N]=[C]=4C2=[CH]=C[CH]C=4
2117	1	0	0	0	0	24	1	6	0	-194.42	0	-194.42	0	0.0	0.0	15.2005	-2.4235	15.3677	12.9442	38.7015	0	0	-181.476	0.0	-5.25873	-181.476	[00]BindingDB_Reactant_set_id_50351300_ [Region 0].mvdml	0.0	31	-5.85407	-3.9358800000000005	BindingDB_Reactant_set_id_50351300_ [Region: 0]	407.441	1	[00]BindingDB_Reactant_set_id_50351300_ [Region 0]	-3.4735300000000002	1	0	0	2	-181.94400000000002	0	-122.012	0	0	-189.162	6	-38.409	1	0	O=C(C(C=1)=[C][NH3+])OC(=C2)C=1C=C[C]2O[CH]C(C=C3)=CC=C3C=[N](C)[CH]C=4C=CC=[CH]=[CH]=4
2118	1	0	0	0	0	24	1	6	0	-196.887	0	-196.887	0	0.0	0.0	15.3741	-0.205436	16.9646	16.7591	40.2374	0	0	-180.128	0.0	-5.28261	-180.128	[01]BindingDB_Reactant_set_id_50351300_ [Region 0].mvdml	-2.3710299999999997	31	-5.81058	-3.2642	BindingDB_Reactant_set_id_50351300_ [Region: 0]	407.441	1	[01]BindingDB_Reactant_set_id_50351300_ [Region 0]	-7.00155	1	0	0	2	-180.946	0	-101.19	0	0	-189.233	6	0.144878	1	0	O=C(C(C=1)=[C][NH3+])OC(=C2)C=1C=C[C]2O[CH]C(C=C3)=CC=C3C=[N](C)[CH]C=4C=CC=[CH]=[CH]=4
2123	1	0	0	0	0	17	12	10	0	-193.49099999999999	0	-193.49099999999999	0	0.0	0.0	0.0	-11.5881	6.22232	-5.36573	166.635	0	0	-198.856	0.0	0.0	-198.856	[00]BindingDB_Reactant_set_id_50634231_.mvdml	-7.446089999999999	37	-5.37449	-3.7140699999999995	BindingDB_Reactant_set_id_50634231_	501.597	4	[00]BindingDB_Reactant_set_id_50634231_	-15.0427	0	0	0	4	-203.997	0	-137.42	0	0	-186.044	10	-57.9786	0	0	COC=1C=CC2=CC=3C4=CC=5OCOC=5C=C4CC[N]=3C=C2C=1OCCCCN(C=6)N=NC=6CCCC
